yyyymmdd,CS,TY,FT,HR,HER,yyyy,mm,dd
20010101,0,0,0,0,0,2001,1,1
20010102,0,0,0,0,0,2001,1,2
20010103,0,0,0,0,0,2001,1,3
20010104,0,0,0,1,1,2001,1,4
20010105,0,0,0,1,1,2001,1,5
20010106,0,0,0,1,0,2001,1,6
20010107,0,0,1,1,0,2001,1,7
20010108,0,0,0,0,0,2001,1,8
20010109,0,0,1,0,0,2001,1,9
20010110,0,0,0,0,0,2001,1,10
20010111,0,0,0,0,0,2001,1,11
20010112,0,0,0,0,0,2001,1,12
20010113,0,0,0,0,0,2001,1,13
20010114,0,0,0,0,0,2001,1,14
20010115,0,0,0,0,0,2001,1,15
20010116,0,0,0,0,0,2001,1,16
20010117,0,0,0,0,0,2001,1,17
20010118,0,0,0,0,0,2001,1,18
20010119,0,0,0,0,0,2001,1,19
20010120,0,0,1,0,0,2001,1,20
20010121,0,0,0,0,0,2001,1,21
20010122,0,0,0,0,0,2001,1,22
20010123,0,0,1,0,0,2001,1,23
20010124,0,0,0,0,0,2001,1,24
20010125,0,0,1,1,0,2001,1,25
20010126,0,0,1,1,0,2001,1,26
20010127,0,0,0,0,0,2001,1,27
20010128,0,0,0,1,0,2001,1,28
20010129,0,0,0,0,0,2001,1,29
20010130,0,0,0,0,0,2001,1,30
20010131,0,0,0,0,0,2001,1,31
20010201,0,0,0,0,0,2001,2,1
20010202,0,0,0,1,0,2001,2,2
20010203,0,0,0,0,0,2001,2,3
20010204,0,0,1,0,0,2001,2,4
20010205,0,0,0,0,0,2001,2,5
20010206,0,0,0,0,0,2001,2,6
20010207,0,0,1,1,0,2001,2,7
20010208,0,0,0,1,0,2001,2,8
20010209,0,0,0,1,0,2001,2,9
20010210,0,0,1,1,0,2001,2,10
20010211,0,0,0,0,0,2001,2,11
20010212,0,0,0,0,0,2001,2,12
20010213,0,0,1,1,0,2001,2,13
20010214,0,0,0,1,0,2001,2,14
20010215,0,0,0,0,0,2001,2,15
20010216,0,0,0,0,0,2001,2,16
20010217,0,0,0,0,0,2001,2,17
20010218,0,0,0,0,0,2001,2,18
20010219,0,0,0,0,0,2001,2,19
20010220,0,0,0,0,0,2001,2,20
20010221,0,0,0,0,0,2001,2,21
20010222,0,0,0,1,0,2001,2,22
20010223,0,0,0,1,0,2001,2,23
20010224,0,0,1,0,0,2001,2,24
20010225,0,0,0,0,0,2001,2,25
20010226,0,0,0,0,0,2001,2,26
20010227,0,0,0,0,0,2001,2,27
20010228,0,0,1,0,0,2001,2,28
20010301,0,0,0,0,0,2001,3,1
20010302,0,0,0,0,0,2001,3,2
20010303,0,0,0,0,0,2001,3,3
20010304,0,0,0,0,0,2001,3,4
20010305,0,0,0,0,0,2001,3,5
20010306,0,0,0,0,0,2001,3,6
20010307,0,0,1,1,0,2001,3,7
20010308,0,0,0,1,0,2001,3,8
20010309,0,0,0,0,0,2001,3,9
20010310,0,0,0,0,0,2001,3,10
20010311,0,0,1,0,0,2001,3,11
20010312,0,0,0,0,0,2001,3,12
20010313,0,0,0,0,0,2001,3,13
20010314,0,0,0,0,0,2001,3,14
20010315,0,0,0,0,0,2001,3,15
20010316,0,0,0,0,0,2001,3,16
20010317,0,0,1,0,0,2001,3,17
20010318,0,0,1,0,0,2001,3,18
20010319,0,0,0,0,0,2001,3,19
20010320,0,0,1,0,0,2001,3,20
20010321,0,0,1,0,0,2001,3,21
20010322,0,0,0,0,0,2001,3,22
20010323,0,0,0,0,0,2001,3,23
20010324,0,0,0,0,0,2001,3,24
20010325,0,0,1,1,0,2001,3,25
20010326,0,0,1,1,0,2001,3,26
20010327,0,0,1,1,0,2001,3,27
20010328,0,0,0,1,0,2001,3,28
20010329,0,0,0,0,0,2001,3,29
20010330,0,0,0,0,0,2001,3,30
20010331,0,0,0,0,0,2001,3,31
20010401,0,0,0,0,0,2001,4,1
20010402,0,0,0,0,0,2001,4,2
20010403,0,0,0,1,0,2001,4,3
20010404,0,0,1,1,0,2001,4,4
20010405,0,0,1,0,0,2001,4,5
20010406,0,0,0,0,0,2001,4,6
20010407,0,0,0,0,0,2001,4,7
20010408,0,0,0,1,0,2001,4,8
20010409,0,0,0,1,0,2001,4,9
20010410,0,0,0,0,0,2001,4,10
20010411,0,0,1,1,0,2001,4,11
20010412,0,0,0,0,0,2001,4,12
20010413,0,0,0,0,0,2001,4,13
20010414,0,0,1,1,1,2001,4,14
20010415,0,0,0,1,0,2001,4,15
20010416,0,0,0,0,0,2001,4,16
20010417,0,0,1,1,0,2001,4,17
20010418,0,0,0,1,0,2001,4,18
20010419,0,0,0,1,0,2001,4,19
20010420,0,0,0,1,1,2001,4,20
20010421,0,0,1,0,0,2001,4,21
20010422,0,0,0,0,0,2001,4,22
20010423,0,0,0,0,0,2001,4,23
20010424,0,0,1,0,0,2001,4,24
20010425,0,0,1,0,0,2001,4,25
20010426,0,0,0,0,0,2001,4,26
20010427,0,0,0,0,0,2001,4,27
20010428,0,0,0,0,0,2001,4,28
20010429,0,0,0,0,0,2001,4,29
20010430,0,0,1,0,0,2001,4,30
20010501,0,0,1,0,0,2001,5,1
20010502,0,0,1,0,0,2001,5,2
20010503,0,0,0,1,0,2001,5,3
20010504,0,0,0,1,0,2001,5,4
20010505,0,0,0,0,0,2001,5,5
20010506,0,0,0,0,0,2001,5,6
20010507,0,0,0,0,0,2001,5,7
20010508,0,0,1,1,1,2001,5,8
20010509,0,0,1,1,1,2001,5,9
20010510,0,0,1,1,0,2001,5,10
20010511,0,1,0,1,0,2001,5,11
20010512,0,1,0,1,1,2001,5,12
20010513,0,1,0,1,1,2001,5,13
20010514,0,0,0,1,0,2001,5,14
20010515,0,0,0,0,0,2001,5,15
20010516,0,0,0,0,0,2001,5,16
20010517,0,0,0,0,0,2001,5,17
20010518,0,0,1,1,0,2001,5,18
20010519,0,0,1,1,1,2001,5,19
20010520,0,0,1,1,1,2001,5,20
20010521,0,0,1,1,1,2001,5,21
20010522,0,0,1,1,0,2001,5,22
20010523,0,0,1,1,0,2001,5,23
20010524,0,0,1,0,0,2001,5,24
20010525,0,0,1,0,0,2001,5,25
20010526,0,0,0,1,1,2001,5,26
20010527,0,0,0,1,0,2001,5,27
20010528,0,0,0,1,1,2001,5,28
20010529,0,0,1,1,1,2001,5,29
20010530,0,0,1,1,1,2001,5,30
20010531,0,0,1,1,1,2001,5,31
20010601,0,0,1,1,0,2001,6,1
20010602,0,0,0,1,0,2001,6,2
20010603,0,0,0,1,0,2001,6,3
20010604,0,0,0,1,0,2001,6,4
20010605,0,0,1,1,1,2001,6,5
20010606,0,0,1,1,1,2001,6,6
20010607,0,0,1,1,1,2001,6,7
20010608,0,0,0,1,1,2001,6,8
20010609,0,0,0,1,0,2001,6,9
20010610,0,0,0,1,1,2001,6,10
20010611,0,0,0,1,0,2001,6,11
20010612,0,0,0,1,0,2001,6,12
20010613,0,0,0,1,1,2001,6,13
20010614,0,0,1,1,1,2001,6,14
20010615,0,0,1,1,1,2001,6,15
20010616,0,0,1,1,1,2001,6,16
20010617,0,0,0,1,0,2001,6,17
20010618,0,0,0,1,1,2001,6,18
20010619,0,0,0,1,1,2001,6,19
20010620,0,0,0,1,0,2001,6,20
20010621,0,1,0,0,0,2001,6,21
20010622,0,1,0,1,1,2001,6,22
20010623,0,1,0,1,1,2001,6,23
20010624,0,1,0,1,0,2001,6,24
20010625,0,0,0,1,1,2001,6,25
20010626,0,0,0,1,0,2001,6,26
20010627,0,0,0,1,0,2001,6,27
20010628,0,0,0,1,0,2001,6,28
20010629,0,0,0,1,0,2001,6,29
20010630,0,0,0,0,0,2001,6,30
20010701,0,0,0,0,0,2001,7,1
20010702,0,0,0,0,0,2001,7,2
20010703,0,1,0,0,0,2001,7,3
20010704,0,1,0,1,1,2001,7,4
20010705,0,1,0,1,1,2001,7,5
20010706,0,0,0,1,0,2001,7,6
20010707,0,0,0,1,0,2001,7,7
20010708,0,0,0,1,0,2001,7,8
20010709,0,0,0,1,1,2001,7,9
20010710,0,1,0,1,1,2001,7,10
20010711,0,1,0,1,1,2001,7,11
20010712,0,0,0,1,1,2001,7,12
20010713,0,0,0,1,1,2001,7,13
20010714,0,0,0,1,1,2001,7,14
20010715,0,0,0,1,1,2001,7,15
20010716,0,0,0,1,0,2001,7,16
20010717,0,0,0,1,1,2001,7,17
20010718,0,0,0,1,0,2001,7,18
20010719,0,0,0,1,0,2001,7,19
20010720,0,0,0,1,0,2001,7,20
20010721,0,0,0,1,0,2001,7,21
20010722,0,0,0,1,0,2001,7,22
20010723,0,1,0,1,0,2001,7,23
20010724,0,1,0,1,0,2001,7,24
20010725,0,0,0,1,1,2001,7,25
20010726,0,0,0,1,0,2001,7,26
20010727,0,1,0,1,0,2001,7,27
20010728,0,1,0,1,0,2001,7,28
20010729,0,1,0,1,1,2001,7,29
20010730,0,1,0,1,1,2001,7,30
20010731,0,1,0,1,1,2001,7,31
20010801,0,0,0,1,0,2001,8,1
20010802,0,0,0,1,0,2001,8,2
20010803,0,0,0,1,0,2001,8,3
20010804,0,0,0,1,0,2001,8,4
20010805,0,0,0,1,0,2001,8,5
20010806,0,0,0,0,0,2001,8,6
20010807,0,0,0,0,0,2001,8,7
20010808,0,0,0,1,0,2001,8,8
20010809,0,0,0,1,0,2001,8,9
20010810,0,0,0,1,1,2001,8,10
20010811,0,0,0,1,1,2001,8,11
20010812,0,0,0,1,0,2001,8,12
20010813,0,0,0,1,0,2001,8,13
20010814,0,0,0,0,0,2001,8,14
20010815,0,0,0,1,0,2001,8,15
20010816,0,0,0,1,0,2001,8,16
20010817,0,0,0,0,0,2001,8,17
20010818,0,0,0,1,0,2001,8,18
20010819,0,0,0,1,1,2001,8,19
20010820,0,0,0,1,1,2001,8,20
20010821,0,0,0,1,0,2001,8,21
20010822,0,0,0,0,0,2001,8,22
20010823,0,0,0,1,1,2001,8,23
20010824,0,0,0,1,0,2001,8,24
20010825,0,0,0,1,0,2001,8,25
20010826,0,0,0,1,0,2001,8,26
20010827,0,0,0,1,0,2001,8,27
20010828,0,0,0,1,1,2001,8,28
20010829,0,0,0,1,0,2001,8,29
20010830,0,0,0,1,0,2001,8,30
20010831,0,0,0,1,0,2001,8,31
20010901,0,0,1,1,1,2001,9,1
20010902,0,0,0,1,1,2001,9,2
20010903,0,0,0,1,1,2001,9,3
20010904,0,0,0,1,0,2001,9,4
20010905,0,0,0,1,1,2001,9,5
20010906,0,0,0,1,1,2001,9,6
20010907,0,0,0,1,0,2001,9,7
20010908,0,1,0,1,0,2001,9,8
20010909,0,1,0,0,0,2001,9,9
20010910,0,1,0,0,0,2001,9,10
20010911,0,0,0,1,1,2001,9,11
20010912,0,0,0,1,0,2001,9,12
20010913,0,1,0,1,0,2001,9,13
20010914,0,1,0,0,0,2001,9,14
20010915,0,1,0,1,0,2001,9,15
20010916,0,1,0,1,1,2001,9,16
20010917,0,1,0,1,1,2001,9,17
20010918,0,1,0,1,1,2001,9,18
20010919,0,0,0,1,1,2001,9,19
20010920,0,0,0,1,1,2001,9,20
20010921,0,0,0,1,0,2001,9,21
20010922,0,0,0,1,0,2001,9,22
20010923,0,1,0,1,1,2001,9,23
20010924,0,1,0,1,1,2001,9,24
20010925,0,1,0,1,1,2001,9,25
20010926,0,1,0,1,1,2001,9,26
20010927,0,1,0,1,1,2001,9,27
20010928,0,1,0,1,1,2001,9,28
20010929,0,0,0,1,1,2001,9,29
20010930,0,0,0,1,0,2001,9,30
20011001,0,0,0,1,0,2001,10,1
20011002,0,0,0,1,0,2001,10,2
20011003,0,0,0,1,0,2001,10,3
20011004,0,0,1,0,0,2001,10,4
20011005,0,0,0,1,0,2001,10,5
20011006,0,0,0,1,1,2001,10,6
20011007,0,0,0,1,0,2001,10,7
20011008,0,0,0,0,0,2001,10,8
20011009,0,0,1,1,0,2001,10,9
20011010,0,0,0,1,0,2001,10,10
20011011,0,0,0,1,0,2001,10,11
20011012,0,0,0,0,0,2001,10,12
20011013,0,0,0,0,0,2001,10,13
20011014,0,0,0,0,0,2001,10,14
20011015,0,1,0,1,0,2001,10,15
20011016,0,1,0,1,1,2001,10,16
20011017,0,0,0,1,0,2001,10,17
20011018,0,0,0,0,0,2001,10,18
20011019,0,0,0,0,0,2001,10,19
20011020,0,0,0,0,0,2001,10,20
20011021,0,0,0,0,0,2001,10,21
20011022,0,0,0,0,0,2001,10,22
20011023,0,0,0,0,0,2001,10,23
20011024,0,0,0,0,0,2001,10,24
20011025,0,0,0,1,0,2001,10,25
20011026,0,0,0,1,0,2001,10,26
20011027,0,0,0,0,0,2001,10,27
20011028,0,0,1,0,0,2001,10,28
20011029,0,0,1,1,0,2001,10,29
20011030,0,0,0,0,0,2001,10,30
20011031,0,0,0,0,0,2001,10,31
20011101,0,0,1,0,0,2001,11,1
20011102,0,0,1,0,0,2001,11,2
20011103,0,0,1,0,0,2001,11,3
20011104,0,0,0,0,0,2001,11,4
20011105,0,0,1,0,0,2001,11,5
20011106,0,0,0,0,0,2001,11,6
20011107,0,0,0,0,0,2001,11,7
20011108,0,0,0,1,0,2001,11,8
20011109,0,0,0,1,0,2001,11,9
20011110,0,0,0,0,0,2001,11,10
20011111,0,0,0,0,0,2001,11,11
20011112,0,0,0,0,0,2001,11,12
20011113,0,0,0,0,0,2001,11,13
20011114,0,0,0,0,0,2001,11,14
20011115,0,0,0,0,0,2001,11,15
20011116,0,0,0,0,0,2001,11,16
20011117,0,0,0,0,0,2001,11,17
20011118,0,0,0,0,0,2001,11,18
20011119,0,0,0,0,0,2001,11,19
20011120,0,0,0,0,0,2001,11,20
20011121,0,0,0,0,0,2001,11,21
20011122,0,0,0,0,0,2001,11,22
20011123,0,0,0,0,0,2001,11,23
20011124,0,0,0,0,0,2001,11,24
20011125,0,0,0,0,0,2001,11,25
20011126,0,0,0,0,0,2001,11,26
20011127,0,0,0,0,0,2001,11,27
20011128,0,0,0,1,1,2001,11,28
20011129,0,0,0,1,1,2001,11,29
20011130,0,0,0,1,1,2001,11,30
20011201,0,0,0,1,0,2001,12,1
20011202,0,0,0,0,0,2001,12,2
20011203,0,0,0,0,0,2001,12,3
20011204,0,0,1,0,0,2001,12,4
20011205,0,0,0,0,0,2001,12,5
20011206,0,0,0,1,0,2001,12,6
20011207,0,0,0,1,0,2001,12,7
20011208,0,0,0,1,1,2001,12,8
20011209,0,0,0,1,1,2001,12,9
20011210,0,0,0,0,0,2001,12,10
20011211,0,0,0,1,0,2001,12,11
20011212,0,0,0,0,0,2001,12,12
20011213,0,0,1,1,0,2001,12,13
20011214,0,0,0,0,0,2001,12,14
20011215,0,0,0,0,0,2001,12,15
20011216,0,0,1,0,0,2001,12,16
20011217,0,0,1,0,0,2001,12,17
20011218,0,0,0,1,1,2001,12,18
20011219,0,0,0,1,1,2001,12,19
20011220,0,0,0,1,1,2001,12,20
20011221,0,0,1,1,0,2001,12,21
20011222,0,0,0,0,0,2001,12,22
20011223,1,0,0,0,0,2001,12,23
20011224,0,0,0,0,0,2001,12,24
20011225,0,0,0,0,0,2001,12,25
20011226,0,0,0,0,0,2001,12,26
20011227,0,0,0,0,0,2001,12,27
20011228,0,0,0,0,0,2001,12,28
20011229,0,0,0,0,0,2001,12,29
20011230,0,0,0,0,0,2001,12,30
20011231,0,0,0,0,0,2001,12,31
20020101,0,0,0,0,0,2002,1,1
20020102,1,0,0,0,0,2002,1,2
20020103,1,0,0,0,0,2002,1,3
20020104,0,0,0,0,0,2002,1,4
20020105,0,0,0,0,0,2002,1,5
20020106,0,0,0,0,0,2002,1,6
20020107,0,0,0,0,0,2002,1,7
20020108,0,0,0,0,0,2002,1,8
20020109,0,0,0,0,0,2002,1,9
20020110,0,0,0,0,0,2002,1,10
20020111,0,0,0,0,0,2002,1,11
20020112,0,0,0,0,0,2002,1,12
20020113,0,0,0,0,0,2002,1,13
20020114,0,0,0,0,0,2002,1,14
20020115,0,0,0,0,0,2002,1,15
20020116,0,0,0,0,0,2002,1,16
20020117,0,0,1,0,0,2002,1,17
20020118,0,0,0,0,0,2002,1,18
20020119,0,0,1,0,0,2002,1,19
20020120,0,0,1,0,0,2002,1,20
20020121,0,0,0,0,0,2002,1,21
20020122,0,0,0,0,0,2002,1,22
20020123,0,0,0,0,0,2002,1,23
20020124,0,0,0,1,0,2002,1,24
20020125,0,0,1,1,0,2002,1,25
20020126,0,0,1,1,0,2002,1,26
20020127,0,0,0,0,0,2002,1,27
20020128,0,0,0,1,0,2002,1,28
20020129,0,0,0,0,0,2002,1,29
20020130,0,0,0,0,0,2002,1,30
20020131,0,0,0,0,0,2002,1,31
20020201,0,0,1,1,0,2002,2,1
20020202,0,0,0,1,0,2002,2,2
20020203,0,0,0,0,0,2002,2,3
20020204,0,0,0,0,0,2002,2,4
20020205,0,0,1,0,0,2002,2,5
20020206,0,0,0,0,0,2002,2,6
20020207,0,0,0,0,0,2002,2,7
20020208,0,0,1,0,0,2002,2,8
20020209,0,0,1,0,0,2002,2,9
20020210,0,0,0,0,0,2002,2,10
20020211,0,0,0,0,0,2002,2,11
20020212,0,0,0,0,0,2002,2,12
20020213,0,0,0,0,0,2002,2,13
20020214,0,0,0,0,0,2002,2,14
20020215,0,0,0,0,0,2002,2,15
20020216,0,0,0,0,0,2002,2,16
20020217,0,0,0,0,0,2002,2,17
20020218,0,0,0,0,0,2002,2,18
20020219,0,0,0,0,0,2002,2,19
20020220,0,0,0,0,0,2002,2,20
20020221,0,0,0,0,0,2002,2,21
20020222,0,0,0,0,0,2002,2,22
20020223,0,0,0,0,0,2002,2,23
20020224,0,0,1,0,0,2002,2,24
20020225,0,0,0,0,0,2002,2,25
20020226,0,0,0,0,0,2002,2,26
20020227,0,0,0,0,0,2002,2,27
20020228,0,0,0,0,0,2002,2,28
20020301,0,0,0,0,0,2002,3,1
20020302,0,0,0,0,0,2002,3,2
20020303,0,0,1,0,0,2002,3,3
20020304,0,0,0,0,0,2002,3,4
20020305,0,0,1,0,0,2002,3,5
20020306,0,0,0,0,0,2002,3,6
20020307,0,0,0,0,0,2002,3,7
20020308,0,0,0,0,0,2002,3,8
20020309,0,0,0,0,0,2002,3,9
20020310,0,0,0,0,0,2002,3,10
20020311,0,0,0,0,0,2002,3,11
20020312,0,0,0,0,0,2002,3,12
20020313,0,0,0,0,0,2002,3,13
20020314,0,0,0,0,0,2002,3,14
20020315,0,0,1,0,0,2002,3,15
20020316,0,0,1,0,0,2002,3,16
20020317,0,0,1,0,0,2002,3,17
20020318,0,0,0,0,0,2002,3,18
20020319,0,0,0,0,0,2002,3,19
20020320,0,0,0,0,0,2002,3,20
20020321,0,0,1,0,0,2002,3,21
20020322,0,0,0,0,0,2002,3,22
20020323,0,0,1,0,0,2002,3,23
20020324,0,0,1,1,0,2002,3,24
20020325,0,0,1,0,0,2002,3,25
20020326,0,0,1,1,1,2002,3,26
20020327,0,0,0,1,0,2002,3,27
20020328,0,0,0,0,0,2002,3,28
20020329,0,0,1,1,0,2002,3,29
20020330,0,0,1,1,0,2002,3,30
20020331,0,0,1,0,0,2002,3,31
20020401,0,0,0,0,0,2002,4,1
20020402,0,0,0,0,0,2002,4,2
20020403,0,0,0,1,0,2002,4,3
20020404,0,0,0,0,0,2002,4,4
20020405,0,0,0,0,0,2002,4,5
20020406,0,0,0,0,0,2002,4,6
20020407,0,0,0,0,0,2002,4,7
20020408,0,0,0,0,0,2002,4,8
20020409,0,0,1,0,0,2002,4,9
20020410,0,0,1,0,0,2002,4,10
20020411,0,0,1,1,0,2002,4,11
20020412,0,0,0,0,0,2002,4,12
20020413,0,0,0,0,0,2002,4,13
20020414,0,0,0,0,0,2002,4,14
20020415,0,0,0,0,0,2002,4,15
20020416,0,0,0,0,0,2002,4,16
20020417,0,0,1,0,0,2002,4,17
20020418,0,0,1,0,0,2002,4,18
20020419,0,0,0,0,0,2002,4,19
20020420,0,0,0,0,0,2002,4,20
20020421,0,0,1,0,0,2002,4,21
20020422,0,0,0,0,0,2002,4,22
20020423,0,0,0,0,0,2002,4,23
20020424,0,0,0,1,0,2002,4,24
20020425,0,0,0,1,0,2002,4,25
20020426,0,0,0,0,0,2002,4,26
20020427,0,0,0,0,0,2002,4,27
20020428,0,0,0,0,0,2002,4,28
20020429,0,0,0,0,0,2002,4,29
20020430,0,0,0,0,0,2002,4,30
20020501,0,0,0,0,0,2002,5,1
20020502,0,0,0,0,0,2002,5,2
20020503,0,0,0,0,0,2002,5,3
20020504,0,0,0,0,0,2002,5,4
20020505,0,0,0,0,0,2002,5,5
20020506,0,0,0,0,0,2002,5,6
20020507,0,0,0,0,0,2002,5,7
20020508,0,0,1,0,0,2002,5,8
20020509,0,0,0,0,0,2002,5,9
20020510,0,0,1,1,0,2002,5,10
20020511,0,0,1,1,0,2002,5,11
20020512,0,0,1,0,0,2002,5,12
20020513,0,0,0,0,0,2002,5,13
20020514,0,0,0,0,0,2002,5,14
20020515,0,0,0,1,0,2002,5,15
20020516,0,0,1,1,0,2002,5,16
20020517,0,0,1,1,0,2002,5,17
20020518,0,0,1,1,0,2002,5,18
20020519,0,0,0,0,0,2002,5,19
20020520,0,0,0,1,0,2002,5,20
20020521,0,0,0,1,0,2002,5,21
20020522,0,0,1,1,1,2002,5,22
20020523,0,0,1,1,1,2002,5,23
20020524,0,0,1,1,0,2002,5,24
20020525,0,0,0,0,0,2002,5,25
20020526,0,0,0,1,0,2002,5,26
20020527,0,0,0,0,0,2002,5,27
20020528,0,0,0,0,0,2002,5,28
20020529,0,0,0,1,0,2002,5,29
20020530,0,0,0,1,1,2002,5,30
20020531,0,0,1,1,1,2002,5,31
20020601,0,0,1,1,1,2002,6,1
20020602,0,0,1,1,1,2002,6,2
20020603,0,0,1,1,0,2002,6,3
20020604,0,0,1,1,1,2002,6,4
20020605,0,0,1,1,1,2002,6,5
20020606,0,0,1,1,1,2002,6,6
20020607,0,0,1,1,1,2002,6,7
20020608,0,0,0,1,1,2002,6,8
20020609,0,0,0,1,0,2002,6,9
20020610,0,0,0,1,0,2002,6,10
20020611,0,0,1,1,1,2002,6,11
20020612,0,0,1,1,1,2002,6,12
20020613,0,0,1,1,1,2002,6,13
20020614,0,0,1,1,0,2002,6,14
20020615,0,0,0,0,0,2002,6,15
20020616,0,0,0,1,0,2002,6,16
20020617,0,0,1,0,0,2002,6,17
20020618,0,0,1,0,0,2002,6,18
20020619,0,0,0,0,0,2002,6,19
20020620,0,0,0,1,0,2002,6,20
20020621,0,0,0,1,0,2002,6,21
20020622,0,0,0,1,0,2002,6,22
20020623,0,0,0,0,0,2002,6,23
20020624,0,0,0,0,0,2002,6,24
20020625,0,0,0,1,0,2002,6,25
20020626,0,0,1,1,0,2002,6,26
20020627,0,0,0,1,0,2002,6,27
20020628,0,0,0,0,0,2002,6,28
20020629,0,0,0,0,0,2002,6,29
20020630,0,0,0,0,0,2002,6,30
20020701,0,0,0,1,1,2002,7,1
20020702,0,1,0,1,0,2002,7,2
20020703,0,1,0,1,1,2002,7,3
20020704,0,1,0,1,1,2002,7,4
20020705,0,0,0,1,1,2002,7,5
20020706,0,0,0,1,1,2002,7,6
20020707,0,0,0,1,0,2002,7,7
20020708,0,1,0,1,0,2002,7,8
20020709,0,1,0,1,1,2002,7,9
20020710,0,1,0,1,1,2002,7,10
20020711,0,0,0,1,1,2002,7,11
20020712,0,0,0,1,1,2002,7,12
20020713,0,0,0,1,0,2002,7,13
20020714,0,0,0,0,0,2002,7,14
20020715,0,0,0,0,0,2002,7,15
20020716,0,0,0,1,0,2002,7,16
20020717,0,0,0,1,1,2002,7,17
20020718,0,0,0,1,1,2002,7,18
20020719,0,0,0,1,0,2002,7,19
20020720,0,0,0,1,0,2002,7,20
20020721,0,0,0,0,0,2002,7,21
20020722,0,0,0,0,0,2002,7,22
20020723,0,0,0,0,0,2002,7,23
20020724,0,0,0,1,0,2002,7,24
20020725,0,0,0,0,0,2002,7,25
20020726,0,0,0,1,1,2002,7,26
20020727,0,0,0,1,1,2002,7,27
20020728,0,0,0,1,1,2002,7,28
20020729,0,0,0,1,1,2002,7,29
20020730,0,0,0,1,1,2002,7,30
20020731,0,0,0,1,0,2002,7,31
20020801,0,0,0,1,0,2002,8,1
20020802,0,0,0,1,1,2002,8,2
20020803,0,0,0,1,0,2002,8,3
20020804,0,0,0,1,1,2002,8,4
20020805,0,0,0,1,1,2002,8,5
20020806,0,0,0,1,1,2002,8,6
20020807,0,0,0,1,0,2002,8,7
20020808,0,0,0,0,0,2002,8,8
20020809,0,0,0,1,0,2002,8,9
20020810,0,0,0,1,1,2002,8,10
20020811,0,0,1,1,0,2002,8,11
20020812,0,0,0,1,0,2002,8,12
20020813,0,0,0,1,0,2002,8,13
20020814,0,0,0,0,0,2002,8,14
20020815,0,0,0,0,0,2002,8,15
20020816,0,0,0,1,0,2002,8,16
20020817,0,0,0,0,0,2002,8,17
20020818,0,0,0,1,1,2002,8,18
20020819,0,0,0,1,1,2002,8,19
20020820,0,0,0,1,0,2002,8,20
20020821,0,0,0,1,0,2002,8,21
20020822,0,0,0,0,0,2002,8,22
20020823,0,0,0,0,0,2002,8,23
20020824,0,0,0,0,0,2002,8,24
20020825,0,0,0,0,0,2002,8,25
20020826,0,0,0,0,0,2002,8,26
20020827,0,0,0,0,0,2002,8,27
20020828,0,0,0,0,0,2002,8,28
20020829,0,0,0,1,0,2002,8,29
20020830,0,0,0,1,0,2002,8,30
20020831,0,0,0,1,1,2002,8,31
20020901,0,0,0,1,0,2002,9,1
20020902,0,0,0,1,0,2002,9,2
20020903,0,1,0,1,0,2002,9,3
20020904,0,1,0,1,0,2002,9,4
20020905,0,1,0,1,0,2002,9,5
20020906,0,1,0,1,1,2002,9,6
20020907,0,1,0,1,1,2002,9,7
20020908,0,0,0,0,0,2002,9,8
20020909,0,0,0,1,0,2002,9,9
20020910,0,0,0,1,1,2002,9,10
20020911,0,0,0,1,1,2002,9,11
20020912,0,0,0,1,0,2002,9,12
20020913,0,0,0,1,1,2002,9,13
20020914,0,0,0,1,0,2002,9,14
20020915,0,0,0,0,0,2002,9,15
20020916,0,0,0,1,1,2002,9,16
20020917,0,0,0,1,0,2002,9,17
20020918,0,0,0,1,1,2002,9,18
20020919,0,0,0,1,0,2002,9,19
20020920,0,0,0,1,0,2002,9,20
20020921,0,0,0,1,0,2002,9,21
20020922,0,0,0,1,0,2002,9,22
20020923,0,0,0,1,0,2002,9,23
20020924,0,0,0,1,0,2002,9,24
20020925,0,0,0,1,0,2002,9,25
20020926,0,0,0,1,0,2002,9,26
20020927,0,0,0,0,0,2002,9,27
20020928,0,0,0,0,0,2002,9,28
20020929,0,0,0,0,0,2002,9,29
20020930,0,0,0,0,0,2002,9,30
20021001,0,0,0,0,0,2002,10,1
20021002,0,0,0,0,0,2002,10,2
20021003,0,0,0,0,0,2002,10,3
20021004,0,0,0,0,0,2002,10,4
20021005,0,0,0,0,0,2002,10,5
20021006,0,0,1,0,0,2002,10,6
20021007,0,0,1,0,0,2002,10,7
20021008,0,0,0,0,0,2002,10,8
20021009,0,0,0,1,0,2002,10,9
20021010,0,0,0,1,0,2002,10,10
20021011,0,0,0,1,0,2002,10,11
20021012,0,0,0,1,0,2002,10,12
20021013,0,0,0,1,0,2002,10,13
20021014,0,0,0,0,0,2002,10,14
20021015,0,0,0,0,0,2002,10,15
20021016,0,0,0,1,0,2002,10,16
20021017,0,0,0,0,0,2002,10,17
20021018,0,0,0,0,0,2002,10,18
20021019,0,0,1,0,0,2002,10,19
20021020,0,0,0,0,0,2002,10,20
20021021,0,0,0,1,0,2002,10,21
20021022,0,0,0,1,0,2002,10,22
20021023,0,0,0,1,0,2002,10,23
20021024,0,0,1,1,0,2002,10,24
20021025,0,0,0,0,0,2002,10,25
20021026,0,0,0,0,0,2002,10,26
20021027,0,0,0,0,0,2002,10,27
